City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Mossamedes,-15.1961,12.1522,75.18,73,0,6.15,AO,1619831587
Neumünster,54.0667,9.9833,42.01,98,97,1.01,DE,1619831587
Nikolskoye,59.7035,30.7861,37.0,80,0,4.47,RU,1619831588
Laguna,38.421,-121.4238,80.01,35,1,8.05,US,1619831588
Lazo,43.3817,133.9014,59.65,40,44,2.48,RU,1619831588
Kahului,20.8947,-156.47,80.6,69,40,21.85,US,1619831589
‘Āhuimanu,21.4447,-157.8378,82.4,73,90,11.5,US,1619831589
Srednekolymsk,67.45,153.6833,27.28,77,8,11.97,RU,1619831590
Castro,-24.7911,-50.0119,50.81,95,23,5.95,BR,1619831590
Bara,10.3744,10.7288,84.9,35,82,5.23,NG,1619831590
Butaritari,3.0707,172.7902,83.43,73,96,12.3,KI,1619831591
Troitsko-Pechorsk,62.7084,56.1964,33.48,71,100,9.73,RU,1619831591
Qasigiannguit,68.8193,-51.1922,33.8,64,99,3.44,GL,1619831592
Pitimbu,-7.4706,-34.8086,75.2,94,40,5.75,BR,1619831592
Hervey Bay,-25.2986,152.8535,68.0,94,100,15.01,AU,1619831592
Lensk,60.7253,114.9278,40.93,73,25,3.65,RU,1619831593
Zdvinsk,54.7021,78.661,42.96,72,47,13.56,RU,1619831593
Corinth,37.9407,22.9573,63.0,70,100,1.97,GR,1619831372
Cockburn Town,21.4612,-71.1419,78.8,69,40,8.05,TC,1619831594
São Sebastião do Paraíso,-20.9169,-46.9914,62.29,68,100,6.24,BR,1619831594
Kapaa,22.0752,-159.319,73.4,88,90,10.36,US,1619831594
Malbork,54.0359,19.0266,35.01,100,100,1.14,PL,1619831595
Fairbanks,64.8378,-147.7164,37.99,51,90,12.66,US,1619831359
Nanortalik,60.1432,-45.2371,37.47,72,100,10.96,GL,1619831301
Hasaki,35.7333,140.8333,69.01,72,75,8.05,JP,1619831327
Beyneu,45.3167,55.2,59.22,47,8,12.21,KZ,1619831595
Saint Paul Harbor,57.79,-152.4072,48.2,53,1,8.05,US,1619831351
Talara,-4.5772,-81.2719,69.71,82,89,10.58,PE,1619831596
Arraial do Cabo,-22.9661,-42.0278,71.94,66,37,8.7,BR,1619831367
Beidao,34.5686,105.8933,68.02,37,2,0.47,CN,1619831597
Diego de Almagro,-26.3667,-70.05,57.15,60,7,0.81,CL,1619831597
Rafai,4.95,23.9167,69.39,89,100,2.89,CF,1619831597
Carlton,45.2943,-123.1765,66.2,63,90,5.75,US,1619831598
Coquimbo,-29.9533,-71.3436,57.2,88,20,3.44,CL,1619831598
Guerrero Negro,27.9769,-114.0611,74.25,42,0,18.99,MX,1619831396
Níjar,36.9665,-2.206,61.0,88,0,1.14,ES,1619831599
Carnarvon,-24.8667,113.6333,69.8,46,100,13.8,AU,1619831599
Gigmoto,13.7796,124.39,83.89,59,11,2.75,PH,1619831599
Senador José Porfírio,-2.5908,-51.9542,75.27,89,48,3.2,BR,1619831472
Tezu,27.9167,96.1667,83.01,45,50,0.31,IN,1619831600
Mataura,-46.1927,168.8643,54.0,74,91,7.0,NZ,1619831600
Bluff,-46.6,168.3333,54.0,74,85,7.0,NZ,1619831601
Mount Isa,-20.7333,139.5,80.6,41,0,11.5,AU,1619831384
Alyangula,-13.8483,136.4192,84.2,79,40,6.91,AU,1619831601
Bengkulu,-3.8004,102.2655,77.58,82,100,3.22,ID,1619831602
Yar-Sale,66.8333,70.8333,15.12,92,61,9.73,RU,1619831602
Thompson,55.7435,-97.8558,32.0,100,90,5.75,CA,1619831603
Lüderitz,-26.6481,15.1594,62.58,40,0,13.82,NA,1619831603
Gravdal,68.1214,13.5031,34.14,60,100,7.78,NO,1619831604
Erzin,36.9559,36.2,64.99,92,0,2.13,TR,1619831604
Esim,4.8699,-2.2405,81.3,79,100,6.76,GH,1619831604
Hermanus,-34.4187,19.2345,52.0,81,0,3.0,ZA,1619831605
Bredasdorp,-34.5322,20.0403,41.0,93,0,4.61,ZA,1619831605
Kumul,42.8,93.45,75.69,11,67,8.21,CN,1619831605
Jamestown,42.097,-79.2353,41.0,60,90,16.11,US,1619831512
Kruisfontein,-34.0033,24.7314,51.93,69,0,6.26,ZA,1619831606
Vila Praia de Âncora,41.811,-8.8526,48.2,87,0,5.75,PT,1619831606
Goderich,43.7501,-81.7165,41.0,60,0,25.32,CA,1619831398
Shakawe,-18.3667,21.85,67.08,62,92,5.64,BW,1619831607
Hithadhoo,-0.6,73.0833,83.8,71,100,5.32,MV,1619831607
Bathsheba,13.2167,-59.5167,78.8,65,40,12.66,BB,1619831608
Bandarbeyla,9.4942,50.8122,82.38,74,100,1.81,SO,1619831448
Amapá,1.0,-52.0,72.48,98,100,2.84,BR,1619831608
Aykhal,66.0,111.5,30.78,96,100,14.5,RU,1619831609
Shirokiy,49.758,129.523,53.62,47,9,9.15,RU,1619831609
Shingū,33.7333,135.9833,62.6,82,75,24.16,JP,1619831609
Atbasar,51.8,68.3333,41.34,61,0,7.63,KZ,1619831610
Kieta,-6.2167,155.6333,84.67,70,26,4.68,PG,1619831610
Puerto del Rosario,28.5004,-13.8627,64.4,59,0,12.66,ES,1619831610
Faanui,-16.4833,-151.75,80.78,73,100,4.09,PF,1619831392
Bambous Virieux,-20.3428,57.7575,78.01,78,75,13.8,MU,1619831421
Pangai,-19.8,-174.35,80.6,83,75,13.8,TO,1619831611
Saint-Pierre,-21.3393,55.4781,75.2,78,0,3.44,RE,1619831611
Khasan,42.4308,130.6434,42.21,83,100,6.96,RU,1619831612
Bachaquero,9.9694,-71.1494,79.03,78,100,1.97,VE,1619831612
Awjilah,29.1081,21.2869,83.61,13,0,10.74,LY,1619831612
Egvekinot,66.3167,-179.1667,20.55,88,100,2.28,RU,1619831613
Upernavik,72.7868,-56.1549,25.07,79,100,4.92,GL,1619831613
Okha,53.5739,142.9478,34.59,82,100,9.69,RU,1619831613
Evensk,61.95,159.2333,33.85,94,28,7.18,RU,1619831614
Berlevåg,70.8578,29.0864,33.48,72,100,27.63,NO,1619831614
Pevek,69.7008,170.3133,19.06,81,100,16.24,RU,1619831615
Tiznit Province,29.5833,-9.5,53.98,72,65,6.33,MA,1619831615
Port Blair,11.6667,92.75,77.0,88,20,0.34,IN,1619831616
Smoky Lake,54.1169,-112.4686,64.4,17,11,11.5,CA,1619831616
Ampanihy,-24.7,44.75,67.33,75,8,2.44,MG,1619831616
Salalah,17.0151,54.0924,80.6,83,20,5.73,OM,1619831617
Tasiilaq,65.6145,-37.6368,26.6,93,25,6.91,GL,1619831617
Ribeira Grande,38.5167,-28.7,60.06,77,100,10.89,PT,1619831618
Saint-Philippe,-21.3585,55.7679,73.99,78,0,6.91,RE,1619831348
Port Moresby,-9.4431,147.1797,86.0,62,20,5.75,PG,1619831618
Dandong,40.1292,124.3947,53.11,44,100,8.43,CN,1619831619
Cabo San Lucas,22.8909,-109.9124,81.0,34,1,11.5,MX,1619831376
Ilinge,-31.9768,27.0427,41.56,86,25,2.1,ZA,1619831619
Tarko-Sale,64.9225,77.785,32.0,93,100,1.99,RU,1619831620
São Filipe,14.8961,-24.4956,72.88,75,11,6.8,CV,1619831620
Mahalapye,-23.1041,26.8142,60.62,79,0,4.12,BW,1619831621
Dukat,62.55,155.55,27.97,84,99,3.06,RU,1619831621
Chui,-33.6971,-53.4616,59.7,93,100,7.78,UY,1619831622
Savinka,50.0785,47.0994,54.14,42,100,11.81,RU,1619831622
Lac du Bonnet,50.2536,-96.0612,46.99,99,100,10.0,CA,1619831622
Kaka,37.3482,59.6143,68.31,58,100,5.37,TM,1619831623
Ancud,-41.8697,-73.8203,55.0,100,90,12.66,CL,1619831623
Stornoway,58.2093,-6.3865,41.0,81,40,10.36,GB,1619831624
Chapleau,47.8405,-83.4034,35.6,48,1,2.3,CA,1619831624
Uglegorsk,49.0833,142.0333,39.69,76,100,23.15,RU,1619831624
Norman Wells,65.282,-126.8329,48.2,31,20,12.66,CA,1619831625
Gizo Government Station,-8.103,156.8419,84.0,72,25,7.07,SB,1619831625
Paamiut,61.994,-49.6678,37.8,78,13,5.73,GL,1619831626
Nampa,43.5407,-116.5635,81.0,29,1,8.05,US,1619831361
Zhangye,38.9342,100.4517,67.69,16,99,5.5,CN,1619831450
Grenfell,-33.9,148.1667,68.31,43,0,4.23,AU,1619831626
Teacapan,22.55,-105.75,76.73,56,0,7.0,MX,1619831627
Constitución,-35.3333,-72.4167,56.28,87,100,10.85,CL,1619831456
Bonavista,48.6499,-53.1147,39.2,81,100,8.05,CA,1619831627
Eureka,40.8021,-124.1637,57.0,86,100,1.01,US,1619831627
Kunming,25.0389,102.7183,59.0,72,0,6.71,CN,1619831628
Caravelas,-17.7125,-39.2481,75.87,67,100,13.87,BR,1619831628
Buta,2.7858,24.73,69.3,99,100,2.57,CD,1619831629
Den Helder,52.9599,4.7593,45.0,93,90,4.61,NL,1619831629
Yeppoon,-23.1333,150.7333,78.8,53,40,12.66,AU,1619831629
Kokstad,-30.5472,29.4241,45.66,95,100,2.84,ZA,1619831630
Port-Gentil,-0.7193,8.7815,81.86,78,100,6.71,GA,1619831630
Jatāra,25.0167,79.05,87.84,16,99,2.42,IN,1619831631
Nokaneng,-19.6667,22.2667,67.41,50,81,7.74,BW,1619831631
Santa Catarina de Tepehuanes,25.35,-105.7333,56.8,52,82,7.85,MX,1619831632
Ürümqi,43.801,87.6005,77.0,14,0,15.66,CN,1619831632
Birao,10.2849,22.7882,85.17,37,95,3.98,CF,1619831632
Chernyshevskiy,63.0128,112.4714,34.75,87,100,8.01,RU,1619831633
Mujiayingzi,42.1167,118.7833,44.8,30,9,17.27,CN,1619831633
Sangar,63.9242,127.4739,36.91,78,100,5.08,RU,1619831633
Kiryat Gat,31.61,34.7642,72.0,67,0,3.44,IL,1619831634
Bela Vista de Goiás,-16.9728,-48.9533,71.6,83,75,8.05,BR,1619831634
Geraldton,-28.7667,114.6,62.6,39,87,13.8,AU,1619831634
Vao,-22.6667,167.4833,74.46,70,100,23.47,NC,1619831635
Elko,41.0002,-115.5012,82.0,9,100,14.0,US,1619831635
Torbay,47.6666,-52.7314,37.0,100,90,14.97,CA,1619831636
Dalianwan,39.0286,121.695,53.6,66,0,15.66,CN,1619831636
Aksu,41.1231,80.2644,68.47,15,0,5.68,CN,1619831636
Necochea,-38.5473,-58.7368,52.0,87,0,5.01,AR,1619831637
Butler,39.4501,-84.5666,52.0,43,1,9.22,US,1619831637
Tuatapere,-46.1333,167.6833,54.0,74,96,7.0,NZ,1619831457
Korla,41.7597,86.1469,71.96,16,0,3.42,CN,1619831435
Praia,14.9215,-23.5087,71.6,78,20,13.8,CV,1619831638
Terney,45.0503,136.6092,48.38,63,0,8.99,RU,1619831638
Lavrentiya,65.5833,-171.0,25.41,68,62,2.95,RU,1619831639
Comodoro Rivadavia,-45.8667,-67.5,64.4,59,0,2.3,AR,1619831394
East London,-33.0153,27.9116,62.53,71,100,12.57,ZA,1619831640
Marsá Maţrūḩ,31.3525,27.2453,68.0,30,0,5.75,EG,1619831640
Balikpapan,-1.2675,116.8289,80.35,82,100,1.43,ID,1619831382
Garoowe,8.4054,48.4845,74.77,82,100,4.85,SO,1619831640
Witbank,-25.8713,29.2332,51.42,82,63,2.86,ZA,1619831641
Kamiiso,41.8167,140.65,50.0,76,20,11.5,JP,1619831641
Dingle,10.9995,122.6711,85.84,65,96,7.4,PH,1619831642
Doha,25.2867,51.5333,78.01,69,0,4.61,QA,1619831642
Tulungagung,-8.0657,111.9025,79.79,81,100,1.99,ID,1619831569
Campbell River,50.0163,-125.2446,60.01,51,75,11.5,CA,1619831643
Katra,32.9833,74.95,65.77,60,99,9.93,IN,1619831643
Karratha,-20.7377,116.8463,86.88,30,0,11.07,AU,1619831644
Caxambu,-21.9772,-44.9325,54.99,93,100,3.42,BR,1619831644
Ilulissat,69.2167,-51.1,33.8,64,97,3.44,GL,1619831645
Saint George,37.1041,-113.5841,91.99,10,1,12.66,US,1619831645
Tynda,55.1667,124.7167,36.59,95,100,1.83,RU,1619831646
Poya,-21.35,165.15,79.97,53,49,6.38,NC,1619831646
Nizhnevartovsk,60.9344,76.5531,35.6,93,75,6.71,RU,1619831646
Chaiyaphum,15.75,102.0,81.28,70,100,2.73,TH,1619831647
Kamaishi,39.2667,141.8833,55.4,58,20,3.44,JP,1619831647
Arlit,18.7369,7.3853,85.5,6,0,7.25,NE,1619831648
Nandu,22.8525,110.8233,79.79,78,62,2.89,CN,1619831648
Coyhaique,-45.5752,-72.0662,50.0,87,75,4.61,CL,1619831649
Vardø,70.3705,31.1107,32.88,90,100,21.0,NO,1619831649
Haines Junction,60.7522,-137.5108,46.4,42,100,12.66,CA,1619831468
Myaundzha,63.0494,147.1858,32.61,98,98,2.44,RU,1619831649
Mae Hong Son,19.3003,97.9685,77.0,88,75,1.05,TH,1619831650
Iracoubo,5.4802,-53.2011,75.69,92,100,9.4,GF,1619831650
Humaitá,-7.5061,-63.0208,73.54,95,96,1.66,BR,1619831650
Kavieng,-2.5744,150.7967,84.61,67,26,4.9,PG,1619831651
Constantine,36.365,6.6147,71.6,40,0,20.71,DZ,1619831651
Longyearbyen,78.2186,15.6401,12.2,62,20,17.27,SJ,1619831423
Banikoara,11.2985,2.4386,89.1,32,4,7.09,BJ,1619831652
Raipur,21.2333,81.6333,82.4,44,40,5.75,IN,1619831652
Lebu,-37.6167,-73.65,56.43,92,100,21.85,CL,1619831383
Sept-Îles,50.2001,-66.3821,43.0,100,75,3.44,CA,1619831653
Clyde River,70.4692,-68.5914,17.6,100,1,6.91,CA,1619831653
Wajima,37.4,136.9,55.4,82,0,3.44,JP,1619831654
Qaanaaq,77.484,-69.3632,29.84,59,100,7.25,GL,1619831654
Grand Gaube,-20.0064,57.6608,78.01,79,100,5.01,MU,1619831654
Daru,-9.0763,143.2092,81.46,78,100,11.36,PG,1619831655
Bilma,18.6853,12.9164,82.58,5,0,8.03,NE,1619831655
Cap Malheureux,-19.9842,57.6142,78.01,79,100,5.01,MU,1619831656
Lagoa,39.05,-27.9833,59.14,74,100,10.02,PT,1619831657
Virden,39.5009,-89.7679,62.6,45,1,5.75,US,1619831657
Batagay-Alyta,67.8006,130.4114,28.02,87,100,4.41,RU,1619831657
Miyako,39.6367,141.9525,57.36,50,82,6.38,JP,1619831658
Athabasca,54.7169,-113.2854,64.4,22,41,11.5,CA,1619831658
Pisco,-13.7,-76.2167,64.99,90,6,8.01,PE,1619831423
Kholtoson,50.2981,103.3097,43.75,70,100,3.2,RU,1619831659
Cherskiy,68.75,161.3,17.85,83,87,2.08,RU,1619831659
Okhotsk,59.3833,143.3,34.02,78,100,2.84,RU,1619831660
Warrington,53.3925,-2.5802,42.8,93,23,5.75,GB,1619831660
Lompoc,34.6391,-120.4579,57.0,93,90,11.5,US,1619831661
Iqaluit,63.7506,-68.5145,35.6,75,90,11.5,CA,1619831661
Matara,5.9485,80.5353,78.46,86,37,0.87,LK,1619831503
Quzhou,28.9594,118.8686,77.04,63,0,4.21,CN,1619831661
Gamba,-2.65,10.0,77.72,90,100,4.0,GA,1619831662
Texarkana,33.4251,-94.0477,69.8,46,90,4.61,US,1619831662
Pangnirtung,66.1451,-65.7125,31.19,80,1,7.96,CA,1619831663
Bāfq,31.6128,55.4107,68.86,49,100,4.63,IR,1619831663
Severo-Kuril'sk,50.6789,156.125,35.35,96,100,22.68,RU,1619831664
Lae,-6.7221,146.9847,86.0,62,40,3.44,PG,1619831664
Pecos,31.4229,-103.4932,62.01,77,90,5.75,US,1619831664
Lucapa,-8.4192,20.7447,66.49,96,100,3.09,AO,1619831665
Sterling,39.0062,-77.4286,52.0,62,1,17.27,US,1619831665
Keighley,53.8679,-1.9066,39.0,50,13,4.07,GB,1619831665
Yabrūd,33.9674,36.6574,62.6,31,0,8.16,SY,1619831666
Kaiu,59.0129,25.0551,37.4,70,0,8.05,EE,1619831666
Puerto Escondido,15.85,-97.0667,82.4,69,75,8.25,MX,1619831666
Igrim,63.1906,64.4162,31.06,63,0,1.83,RU,1619831667
Saint-Augustin,51.226,-58.6502,40.33,82,100,18.43,CA,1619831667
Kunya,12.2233,8.5325,78.8,25,0,5.73,NG,1619831668
Imbituba,-28.24,-48.6703,64.4,88,0,2.3,BR,1619831668
Villa Vicente Guerrero,19.1194,-98.1708,77.0,29,40,10.36,MX,1619831669
Shimoda,34.6667,138.95,66.2,72,20,4.61,JP,1619831669
Leningradskiy,69.3833,178.4167,19.11,92,100,23.98,RU,1619831669
Rodrigues Alves,-7.738,-72.6509,71.78,82,69,1.5,BR,1619831670
Teguise,29.0605,-13.564,62.6,59,0,5.75,ES,1619831670
Mareeba,-17.0,145.4333,82.99,61,40,12.66,AU,1619831671
Castelldefels,41.2779,1.9703,60.01,77,75,11.5,ES,1619831671
Tuktoyaktuk,69.4541,-133.0374,23.0,80,20,10.36,CA,1619831671
Sinnamary,5.3833,-52.95,75.92,92,100,9.44,GF,1619831672
Fuyang,32.9,115.8167,63.95,42,0,3.8,CN,1619831672
Thyolo,-16.0678,35.1405,64.72,88,6,3.94,MW,1619831673
Beringovskiy,63.05,179.3167,24.35,73,96,13.78,RU,1619831673
Espinosa,-14.9261,-42.8192,70.65,72,100,10.47,BR,1619831673
El Seibo,18.7641,-69.0375,73.4,88,20,6.85,DO,1619831674
Chancay,-11.5714,-77.2672,69.01,82,40,9.22,PE,1619831674
Aklavik,68.2191,-135.0107,35.6,60,20,9.22,CA,1619831674
Valladolid,41.5833,-4.6667,48.0,67,99,7.67,ES,1619831675
Inhambane,-23.865,35.3833,72.28,80,100,7.18,MZ,1619831675
Tateyama,34.9833,139.8667,70.0,72,20,4.61,JP,1619831676
Ambilobe,-13.2,49.05,72.82,95,1,2.8,MG,1619831676
Kiruna,67.8557,20.2251,19.4,73,2,12.66,SE,1619831677
Klaksvík,62.2266,-6.589,35.6,87,90,5.75,FO,1619831677
Vila Velha,-20.3297,-40.2925,77.0,68,0,10.36,BR,1619831678
Sydney,-33.8679,151.2073,72.0,77,40,5.75,AU,1619831677
El Triunfo,-1.9333,-79.9667,77.0,88,75,6.91,EC,1619831678
Kaitangata,-46.2817,169.8464,57.0,53,100,8.01,NZ,1619831678
Goiás,-15.5807,-49.6362,68.34,88,94,3.0,BR,1619831679
Almazar,40.3217,69.0106,59.0,77,20,15.66,UZ,1619831679
Mitsamiouli,-11.3847,43.2844,81.32,77,7,4.34,KM,1619831680
Estelle,29.8458,-90.1067,78.8,73,1,4.61,US,1619831592
Banjar,-8.19,114.9675,82.4,83,20,2.3,ID,1619831680
Gua Musang,4.8823,101.9644,76.33,93,100,0.16,MY,1619831681
Omboué,-1.5746,9.2618,77.58,89,100,3.06,GA,1619831681
Caconda,-13.7333,15.0667,61.99,64,99,4.29,AO,1619831681
Boa Vista,2.8197,-60.6733,80.6,83,75,2.08,BR,1619831682
Portland,45.5234,-122.6762,66.2,63,90,6.91,US,1619831247
Camaná,-16.6228,-72.7111,66.52,84,82,7.05,PE,1619831683
Kurisove,46.9695,30.9591,51.8,100,33,5.5,UA,1619831411
Phan Thiet,10.9333,108.1,83.52,70,84,8.66,VN,1619831683
Ahipara,-35.1667,173.1667,65.98,62,37,12.91,NZ,1619831684
Oistins,13.0667,-59.5333,78.8,65,40,12.66,BB,1619831455
Touros,-5.1989,-35.4608,75.2,94,0,4.61,BR,1619831396
Northam,51.0333,-4.2167,39.0,1,8,3.94,GB,1619831684
Port Hedland,-20.3167,118.5667,89.6,20,0,14.97,AU,1619831684
Broken Hill,-31.95,141.4333,68.0,42,100,11.5,AU,1619831685
City of San Pedro,14.35,121.0167,89.01,58,20,5.75,PH,1619831685
Zheleznodorozhnyy,55.7503,38.0042,50.0,93,20,4.47,RU,1619831685
Dawei,14.0833,98.2,80.38,80,86,2.64,MM,1619831686
Sitka,57.0531,-135.33,46.4,81,90,6.91,US,1619831686
Alausí,-2.2,-78.8333,48.29,90,100,1.99,EC,1619831686
Ust'-Uda,54.1742,103.0304,40.87,79,100,2.71,RU,1619831687
Banamba,13.55,-7.45,85.42,41,66,14.36,ML,1619831687
Hertford,51.7959,-0.0785,39.0,87,7,5.53,GB,1619831688
Maningrida,-12.0667,134.2667,82.98,61,3,11.34,AU,1619831688
Samarai,-10.6167,150.6667,81.57,75,26,10.49,PG,1619831689
Hambantota,6.1241,81.1185,75.2,100,20,2.3,LK,1619831689
Sittwe,20.15,92.9,81.59,75,0,3.13,MM,1619831690
Bozüyük,39.9078,30.0367,50.0,87,0,1.14,TR,1619831690
Puerto Colombia,10.9878,-74.9547,80.6,83,40,3.44,CO,1619831690
Santa Helena de Goiás,-17.8136,-50.5969,71.58,70,100,4.56,BR,1619831691
Ponta do Sol,32.6667,-17.1,59.0,58,100,3.0,PT,1619831691
Novolabinskaya,45.1096,39.894,50.0,100,90,6.71,RU,1619831691
Taunggyi,20.7833,97.0333,70.34,66,66,1.03,MM,1619831692
Krasnosel'kup,65.7,82.4667,31.06,93,100,12.03,RU,1619831692
San Cristobal,7.7669,-72.225,75.2,100,75,4.61,VE,1619831693
Wanaka,-44.7,169.15,54.81,57,100,1.52,NZ,1619831693
Ponto Novo,-10.8628,-40.1336,70.07,89,59,9.08,BR,1619831693
Erenhot,43.6475,111.9767,42.91,27,1,13.35,CN,1619831694
Sibolga,1.7427,98.7792,79.75,76,67,2.21,ID,1619831694
Boké,10.9409,-14.2967,73.8,82,22,2.3,GN,1619831695
Leshukonskoye,64.8989,45.7622,32.54,88,100,4.74,RU,1619831695
Fort Nelson,58.8053,-122.7002,59.0,23,75,9.22,CA,1619831696
Rio Grande,-32.035,-52.0986,63.0,92,0,13.71,BR,1619831696
Richmond,37.5538,-77.4603,59.0,55,75,19.57,US,1619831584
Gbarnga,6.9956,-9.4722,72.75,97,94,2.66,LR,1619831697
Hong Kong,22.2855,114.1577,79.0,81,100,1.99,HK,1619831447
Antofagasta,-23.65,-70.4,59.0,82,0,6.91,CL,1619831499
Rawson,-43.3002,-65.1023,64.42,40,100,3.47,AR,1619831697
Yangi Marg`ilon,40.4272,71.7189,64.4,55,32,4.61,UZ,1619831697
Kashgar,39.4547,75.9797,68.0,19,20,15.66,CN,1619831698
Baghdad,33.3406,44.4009,78.8,27,0,11.5,IQ,1619831698
Bahía Blanca,-38.7196,-62.2724,63.28,57,85,13.65,AR,1619831699
Preobrazheniye,42.9019,133.9064,47.32,70,100,7.0,RU,1619831699
Yantal',56.8471,105.2542,36.55,85,100,7.78,RU,1619831699
Codrington,-38.2667,141.9667,69.96,42,100,15.08,AU,1619831699
Lyngseidet,69.5763,20.2189,24.8,86,75,2.3,NO,1619831700
Araouane,18.9048,-3.5265,83.03,39,100,18.61,ML,1619831700
Luau,-10.7073,22.2247,63.36,95,98,3.36,AO,1619831700
Trincomalee,8.5711,81.2335,81.61,78,18,5.17,LK,1619831701
